ProjectID,Date,BudgetAmount,ActualCost,EarnedValue,PlannedValue,CPI,SPI,ScheduleVariance,StatusID
PJT034,2022-10-31,559922,538809,650132,509781,1.21,1.28,140351,3
PJT034,2022-11-30,1189015,778926,1000575,999614,1.28,1.0,961,4
PJT034,2022-12-31,1892833,2349169,1418342,1623285,0.6,0.87,-204943,2
PJT034,2023-01-31,599083,942099,472106,505243,0.5,0.93,-33137,2
PJT034,2023-02-28,1032926,1324740,1063692,944711,0.8,1.13,118982,1
PJT034,2023-03-31,902215,826130,541510,808974,0.66,0.67,-267463,1
PJT034,2023-04-30,559696,670338,669260,541365,1.0,1.24,127894,3
PJT034,2023-05-31,1173557,1243153,659040,1057644,0.53,0.62,-398603,4
PJT034,2023-06-30,1731889,1462849,1449662,1648155,0.99,0.88,-198494,4
PJT034,2023-07-31,1815681,1530946,1707569,1375828,1.12,1.24,331740,2
PJT034,2023-08-31,652818,986487,754923,605822,0.77,1.25,149101,2
PJT034,2023-09-30,573149,827472,487427,460078,0.59,1.06,27349,3
PJT034,2023-10-31,1319715,912389,1458703,1154395,1.6,1.26,304309,3
PJT034,2023-11-30,779885,614731,504897,559256,0.82,0.9,-54359,2
PJT034,2023-12-31,1381698,1990126,710191,987501,0.36,0.72,-277311,2
PJT034,2024-01-31,1359155,1929315,1034849,1093963,0.54,0.95,-59114,4
PJT034,2024-02-29,1394520,1219107,726945,1283751,0.6,0.57,-556806,4
PJT034,2024-03-31,1438475,1698488,1572753,1298323,0.93,1.21,274429,4
PJT034,2024-04-30,808823,770389,486012,597685,0.63,0.81,-111673,3
PJT034,2024-05-31,1514294,2208749,1923435,1345456,0.87,1.43,577979,4
PJT034,2024-06-30,776152,547692,892793,678067,1.63,1.32,214725,1
PJT034,2024-07-31,1427428,1971937,1516816,1356538,0.77,1.12,160278,1
PJT034,2024-08-31,584321,787384,689897,459183,0.88,1.5,230714,4
PJT034,2024-09-30,1460671,1335290,1849760,1037116,1.39,1.78,812644,4
PJT034,2024-10-31,1369689,1049872,1465261,1031057,1.4,1.42,434204,2
PJT034,2024-11-30,853075,933580,1050876,651335,1.13,1.61,399541,2
PJT034,2024-12-31,716360,973517,645079,697402,0.66,0.92,-52323,3
PJT034,2025-01-31,719922,896971,494085,537802,0.55,0.92,-43717,1
PJT034,2025-02-28,1525144,1820541,1683549,1209193,0.92,1.39,474355,1
PJT034,2025-03-31,1171957,1178370,1508628,923121,1.28,1.63,585506,3
PJT034,2025-04-30,942226,899400,896693,730882,1.0,1.23,165811,4
PJT034,2025-05-31,1872935,1621373,2278711,1369195,1.41,1.66,909516,4
PJT034,2025-06-30,1484844,2237638,942875,1470735,0.42,0.64,-527860,3
PJT035,2022-01-31,1179325,1822901,1228215,932228,0.67,1.32,295987,1
PJT035,2022-02-28,782454,707131,449452,581489,0.64,0.77,-132036,1
PJT035,2022-03-31,656991,672064,746645,487760,1.11,1.53,258886,4
PJT035,2022-04-30,695481,864781,457450,507202,0.53,0.9,-49752,2
PJT035,2022-05-31,750273,1143214,868199,604885,0.76,1.44,263314,3
PJT035,2022-06-30,1483731,1687411,1545602,1342482,0.92,1.15,203120,3
PJT035,2022-07-31,1443101,1249872,766583,1207399,0.61,0.63,-440817,4
PJT035,2022-08-31,1836461,2147736,2141153,1831846,1.0,1.17,309307,3
PJT035,2022-09-30,745424,962922,774820,740942,0.8,1.05,33878,1
PJT035,2022-10-31,1978401,2545566,1374775,1858840,0.54,0.74,-484065,4
PJT035,2022-11-30,660544,912012,811251,538244,0.89,1.51,273007,1
PJT035,2022-12-31,1445953,1489538,1229367,1146802,0.83,1.07,82565,2
PJT035,2023-01-31,1643194,2524237,2058266,1236396,0.82,1.66,821870,3
PJT035,2023-02-28,1812115,2423580,1272594,1305059,0.53,0.98,-32465,3
PJT035,2023-03-31,901996,1364006,907898,826514,0.67,1.1,81384,1
PJT035,2023-04-30,885729,1168620,462791,719740,0.4,0.64,-256949,4
PJT035,2023-05-31,1440130,1074476,1668251,1109634,1.55,1.5,558617,4
PJT035,2023-06-30,1478422,1486105,1444174,1082552,0.97,1.33,361622,3
PJT035,2023-07-31,525369,793079,376009,496948,0.47,0.76,-120940,1
PJT035,2023-08-31,1999025,1622072,1423579,1796840,0.88,0.79,-373261,2
PJT035,2023-09-30,1948173,2953069,1757837,1828425,0.6,0.96,-70588,1
PJT035,2023-10-31,703619,1109915,894639,527094,0.81,1.7,367545,4
PJT035,2023-11-30,949135,664541,680885,896730,1.02,0.76,-215845,3
PJT035,2023-12-31,1067473,734845,825990,1061512,1.12,0.78,-235522,3
PJT035,2024-01-31,1444525,1467870,914718,1438535,0.62,0.64,-523817,3
PJT035,2024-02-29,1731274,1526078,962683,1241302,0.63,0.78,-278619,2
PJT035,2024-03-31,680567,803592,845952,577817,1.05,1.46,268135,2
PJT035,2024-04-30,1764418,1845381,1882399,1622492,1.02,1.16,259908,4
PJT035,2024-05-31,760946,731433,768435,548801,1.05,1.4,219634,1
PJT035,2024-06-30,1042310,1182813,1351855,878001,1.14,1.54,473855,1
PJT035,2024-07-31,1724085,1779372,1960479,1514823,1.1,1.29,445656,1
PJT035,2024-08-31,1829893,1849917,1799597,1626785,0.97,1.11,172811,2
PJT035,2024-09-30,1126074,838151,647321,793884,0.77,0.82,-146563,3
PJT035,2024-10-31,1810301,1514272,1211463,1666945,0.8,0.73,-455481,4
PJT035,2024-11-30,980024,1083951,617424,968189,0.57,0.64,-350765,4
PJT035,2024-12-31,1777372,2601699,1467077,1650660,0.56,0.89,-183584,2
PJT035,2025-01-31,715814,435658,369345,627039,0.85,0.59,-257695,2
PJT035,2025-02-28,1183092,1322715,598610,978188,0.45,0.61,-379578,3
PJT035,2025-03-31,1577102,1644435,1712379,1214220,1.04,1.41,498159,3
PJT035,2025-04-30,1719713,2043761,1149818,1325926,0.56,0.87,-176108,2
PJT035,2025-05-31,1442046,2062038,1200506,1121176,0.58,1.07,79330,4
PJT035,2025-06-30,1800517,2285340,1545687,1523904,0.68,1.01,21783,3
PJT036,2022-01-31,806385,989275,634620,805331,0.64,0.79,-170711,3
PJT036,2022-02-28,1220275,1325079,1162534,1189801,0.88,0.98,-27268,4
PJT036,2022-03-31,1701227,1788211,1828750,1490055,1.02,1.23,338695,3
PJT036,2022-04-30,1238551,981323,1078962,958323,1.1,1.13,120639,4
PJT036,2022-05-31,1872263,1751328,2362443,1609990,1.35,1.47,752453,1
PJT036,2022-06-30,1447317,1654197,873462,1176301,0.53,0.74,-302839,3
PJT036,2022-07-31,648719,793354,556276,605512,0.7,0.92,-49235,3
PJT036,2022-08-31,830706,635129,685387,812410,1.08,0.84,-127023,1
PJT036,2022-09-30,1565633,1595260,1430703,1135497,0.9,1.26,295206,4
PJT036,2022-10-31,1976864,2503515,1439796,1731224,0.58,0.83,-291428,3
PJT036,2022-11-30,664224,1040066,424989,594088,0.41,0.72,-169099,1
PJT036,2022-12-31,868182,1143883,973629,783122,0.85,1.24,190506,4
PJT036,2023-01-31,1421749,2121917,800305,1136368,0.38,0.7,-336063,3
PJT036,2023-02-28,872431,1385433,707988,802448,0.51,0.88,-94460,2
PJT036,2023-03-31,1527088,1240119,1055520,1197825,0.85,0.88,-142305,1
PJT036,2023-04-30,1116691,931683,575901,1076287,0.62,0.54,-500386,4
PJT036,2023-05-31,1948415,1834570,1501849,1368036,0.82,1.1,133813,2
PJT036,2023-06-30,1520376,2167205,938508,1137089,0.43,0.83,-198581,4
PJT036,2023-07-31,1685125,2049602,903039,1494308,0.44,0.6,-591269,2
PJT036,2023-08-31,963377,933247,1074921,908734,1.15,1.18,166187,2
PJT036,2023-09-30,1100535,1702696,908129,1025204,0.53,0.89,-117076,1
PJT036,2023-10-31,1225816,1835699,1503106,890218,0.82,1.69,612888,1
PJT036,2023-11-30,1904740,2715273,2158163,1448123,0.79,1.49,710040,2
PJT036,2023-12-31,1707679,2476361,1248860,1683221,0.5,0.74,-434361,1
PJT036,2024-01-31,574790,431041,534592,501641,1.24,1.07,32951,4
PJT036,2024-02-29,1467725,905541,1861506,1047041,2.06,1.78,814466,3
PJT036,2024-03-31,714593,438770,681355,700072,1.55,0.97,-18718,4
PJT036,2024-04-30,1498921,2132451,765386,1292976,0.36,0.59,-527590,2
PJT036,2024-05-31,1189344,1307051,663381,1076750,0.51,0.62,-413369,4
PJT036,2024-06-30,1254831,1713031,1114581,934616,0.65,1.19,179965,2
PJT036,2024-07-31,1472385,1137250,1763794,1301493,1.55,1.36,462301,4
PJT036,2024-08-31,735806,1149577,673036,531156,0.59,1.27,141880,4
PJT036,2024-09-30,1440249,1228819,1646140,1361535,1.34,1.21,284605,1
PJT036,2024-10-31,1968421,2168943,1700648,1822842,0.78,0.93,-122194,2
PJT036,2024-11-30,698706,801357,654686,507849,0.82,1.29,146837,2
PJT036,2024-12-31,1126976,1637817,1335380,822435,0.82,1.62,512945,3
PJT036,2025-01-31,636081,548744,763179,469855,1.39,1.62,293324,4
PJT036,2025-02-28,1579995,1107838,1577641,1274772,1.42,1.24,302869,4
PJT036,2025-03-31,1683371,1403410,1702497,1297382,1.21,1.31,405115,3
PJT036,2025-04-30,1570490,2314397,944558,1507637,0.41,0.63,-563079,2
PJT036,2025-05-31,1390363,1010947,1170732,1040350,1.16,1.13,130382,4
PJT036,2025-06-30,1550522,2106955,906493,1320800,0.43,0.69,-414307,3
PJT037,2022-01-31,1721938,2645177,1568365,1696253,0.59,0.92,-127887,3
PJT037,2022-02-28,1303533,1295961,1536296,1105259,1.19,1.39,431036,3
PJT037,2022-03-31,1207854,1316938,1422161,1146957,1.08,1.24,275204,4
PJT037,2022-04-30,1105280,1031558,987615,963618,0.96,1.02,23996,2
PJT037,2022-05-31,857506,1195325,762482,686188,0.64,1.11,76294,2
PJT037,2022-06-30,660231,553832,831512,522593,1.5,1.59,308919,3
PJT037,2022-07-31,753289,798993,561705,535248,0.7,1.05,26457,3
PJT037,2022-08-31,984718,1126624,926984,794635,0.82,1.17,132348,2
PJT037,2022-09-30,1170954,1833150,938963,910379,0.51,1.03,28584,3
PJT037,2022-10-31,865201,915179,958310,659107,1.05,1.45,299203,3
PJT037,2022-11-30,1563944,971444,1306122,1458784,1.34,0.9,-152661,2
PJT037,2022-12-31,1008099,1173163,669361,930071,0.57,0.72,-260710,4
PJT037,2023-01-31,578419,840178,380922,556623,0.45,0.68,-175702,3
PJT037,2023-02-28,1028794,1360769,777131,999755,0.57,0.78,-222624,4
PJT037,2023-03-31,689956,537144,617113,499929,1.15,1.23,117184,3
PJT037,2023-04-30,793970,1225705,1017228,645401,0.83,1.58,371827,3
PJT037,2023-05-31,1884929,2157913,1349221,1716642,0.63,0.79,-367421,3
PJT037,2023-06-30,1488353,2365179,1059763,1341925,0.45,0.79,-282162,1
PJT037,2023-07-31,578036,412513,290830,577942,0.71,0.5,-287112,4
PJT037,2023-08-31,1703411,2362159,1546323,1345729,0.65,1.15,200595,4
PJT037,2023-09-30,726896,643067,582082,673755,0.91,0.86,-91673,3
PJT037,2023-10-31,1309493,887160,673633,956846,0.76,0.7,-283212,2
PJT037,2023-11-30,1115748,1710657,1126819,1049414,0.66,1.07,77404,3
PJT037,2023-12-31,1199562,1153578,703807,1154914,0.61,0.61,-451107,1
PJT037,2024-01-31,1674740,1286398,1523693,1417186,1.18,1.08,106507,3
PJT037,2024-02-29,1437637,2222856,1385620,1239337,0.62,1.12,146282,1
PJT037,2024-03-31,575484,381493,373994,408445,0.98,0.92,-34451,3
PJT037,2024-04-30,1615029,2137217,983303,1535608,0.46,0.64,-552306,4
PJT037,2024-05-31,732179,659822,511926,594304,0.78,0.86,-82378,3
PJT037,2024-06-30,881996,960450,728463,878442,0.76,0.83,-149979,4
PJT037,2024-07-31,583890,433352,316620,518349,0.73,0.61,-201729,2
PJT037,2024-08-31,581764,835669,529144,499213,0.63,1.06,29931,2
PJT037,2024-09-30,1342392,1034734,883498,1068068,0.85,0.83,-184569,3
PJT037,2024-10-31,1390245,1126262,824506,1377781,0.73,0.6,-553275,3
PJT037,2024-11-30,532973,747599,602487,420603,0.81,1.43,181884,2
PJT037,2024-12-31,703440,524505,744201,628061,1.42,1.18,116140,1
PJT037,2025-01-31,1674119,2573926,1763754,1250157,0.69,1.41,513597,2
PJT037,2025-02-28,865164,1247734,577449,624438,0.46,0.92,-46989,2
PJT037,2025-03-31,1554920,1558848,1921931,1391772,1.23,1.38,530159,1
PJT037,2025-04-30,635628,983862,449291,509242,0.46,0.88,-59951,2
PJT037,2025-05-31,1103391,718555,989976,813194,1.38,1.22,176782,2
PJT037,2025-06-30,1101455,1047165,1231727,1036416,1.18,1.19,195311,1
PJT038,2022-01-31,730119,705698,583134,544248,0.83,1.07,38886,1
PJT038,2022-02-28,1697680,2219256,1107406,1375149,0.5,0.81,-267743,4
PJT038,2022-03-31,658708,809029,393313,655928,0.49,0.6,-262615,3
PJT038,2022-04-30,1671023,1654712,1608947,1626578,0.97,0.99,-17632,4
PJT038,2022-05-31,1331149,1030973,1068863,1268510,1.04,0.84,-199647,1
PJT038,2022-06-30,1466320,1833962,1749990,1419679,0.95,1.23,330311,2
PJT038,2022-07-31,1879689,1306100,1758074,1733360,1.35,1.01,24714,1
PJT038,2022-08-31,1635390,1973452,1035905,1536001,0.52,0.67,-500096,2
PJT038,2022-09-30,1580167,1084209,1376401,1188591,1.27,1.16,187810,4
PJT038,2022-10-31,1006216,621923,825362,870339,1.33,0.95,-44977,4
PJT038,2022-11-30,1429374,1806000,1670985,1092955,0.93,1.53,578030,4
PJT038,2022-12-31,680723,988094,425649,675568,0.43,0.63,-249919,2
PJT038,2023-01-31,1763807,1941734,2266734,1286191,1.17,1.76,980543,3
PJT038,2023-02-28,954599,1182007,744592,934086,0.63,0.8,-189494,3
PJT038,2023-03-31,598439,687853,582098,536093,0.85,1.09,46005,3
PJT038,2023-04-30,883499,852194,1038063,670119,1.22,1.55,367944,1
PJT038,2023-05-31,1740302,2023371,1931300,1590779,0.95,1.21,340521,1
PJT038,2023-06-30,811267,948219,968798,673056,1.02,1.44,295742,2
PJT038,2023-07-31,1949886,2051700,1197676,1592726,0.58,0.75,-395051,1
PJT038,2023-08-31,1927554,1772811,2302421,1858885,1.3,1.24,443536,2
PJT038,2023-09-30,1025280,700530,1106940,813512,1.58,1.36,293428,4
PJT038,2023-10-31,1674385,1745806,1487212,1562826,0.85,0.95,-75614,2
PJT038,2023-11-30,1073545,1119844,859858,869788,0.77,0.99,-9930,1
PJT038,2023-12-31,1288920,1815830,1017492,1104961,0.56,0.92,-87468,4
PJT038,2024-01-31,1506091,1309455,1087425,1476005,0.83,0.74,-388580,4
PJT038,2024-02-29,1585302,1866196,1614116,1123646,0.86,1.44,490471,2
PJT038,2024-03-31,1427154,1583441,1336672,1152894,0.84,1.16,183778,3
PJT038,2024-04-30,622211,493624,784356,511837,1.59,1.53,272520,1
PJT038,2024-05-31,1200025,783268,636077,1098208,0.81,0.58,-462131,1
PJT038,2024-06-30,1307142,1449236,907810,1207048,0.63,0.75,-299238,3
PJT038,2024-07-31,752355,594311,653473,591264,1.1,1.11,62209,1
PJT038,2024-08-31,871194,1084844,889296,825331,0.82,1.08,63965,3
PJT038,2024-09-30,1126563,758273,809923,1119805,1.07,0.72,-309882,3
PJT038,2024-10-31,1394388,1826281,705402,1192845,0.39,0.59,-487444,4
PJT038,2024-11-30,556293,650435,687921,551023,1.06,1.25,136899,4
PJT038,2024-12-31,1310829,1387126,1646419,1182477,1.19,1.39,463943,2
PJT038,2025-01-31,597349,636610,413483,502335,0.65,0.82,-88853,4
PJT038,2025-02-28,1183198,1398712,929303,886548,0.66,1.05,42755,3
PJT038,2025-03-31,1255579,1795733,1294766,1006360,0.72,1.29,288406,2
PJT038,2025-04-30,1903285,2878161,1270402,1354806,0.44,0.94,-84404,1
PJT038,2025-05-31,1611963,2301255,2054111,1558689,0.89,1.32,495422,3
PJT038,2025-06-30,1400802,1582980,731601,1084217,0.46,0.67,-352616,2
PJT039,2022-01-31,1189422,1461210,1124957,1097588,0.77,1.02,27369,4
PJT039,2022-02-28,919650,1071349,524673,757884,0.49,0.69,-233210,3
PJT039,2022-03-31,1625241,2102088,2100647,1273161,1.0,1.65,827486,2
PJT039,2022-04-30,1247284,1159388,1063288,1193757,0.92,0.89,-130469,1
PJT039,2022-05-31,1526314,2262670,1011654,1468326,0.45,0.69,-456672,3
PJT039,2022-06-30,589643,877743,450051,468399,0.51,0.96,-18348,3
PJT039,2022-07-31,1268133,1953800,682541,1021696,0.35,0.67,-339155,2
PJT039,2022-08-31,1784858,1777816,1176802,1476860,0.66,0.8,-300057,2
PJT039,2022-09-30,1078329,1634117,1196457,918234,0.73,1.3,278223,4
PJT039,2022-10-31,1982556,2111972,1083646,1543781,0.51,0.7,-460135,4
PJT039,2022-11-30,1154106,873546,1451925,1073381,1.66,1.35,378544,3
PJT039,2022-12-31,902431,1074619,972062,886533,0.9,1.1,85528,1
PJT039,2023-01-31,1822453,2032385,2040641,1583062,1.0,1.29,457579,4
PJT039,2023-02-28,1329056,949932,798643,1141473,0.84,0.7,-342830,1
PJT039,2023-03-31,903292,560978,973994,641108,1.74,1.52,332886,2
PJT039,2023-04-30,1392915,1586800,1776039,1177381,1.12,1.51,598658,2
PJT039,2023-05-31,595402,685717,698333,594839,1.02,1.17,103494,4
PJT039,2023-06-30,1145515,1054216,1403625,867582,1.33,1.62,536044,3
PJT039,2023-07-31,1423143,1431276,758345,1144473,0.53,0.66,-386128,2
PJT039,2023-08-31,897843,1154708,1130413,700689,0.98,1.61,429724,1
PJT039,2023-09-30,1717199,1125383,1597848,1238384,1.42,1.29,359464,3
PJT039,2023-10-31,1901049,2597501,1951161,1800615,0.75,1.08,150546,4
PJT039,2023-11-30,1471280,2308356,1575985,1438025,0.68,1.1,137960,2
PJT039,2023-12-31,1275698,914758,1176885,941544,1.29,1.25,235341,4
PJT039,2024-01-31,1388740,1503302,1386047,976304,0.92,1.42,409743,3
PJT039,2024-02-29,792261,864618,998568,645758,1.15,1.55,352810,3
PJT039,2024-03-31,1136558,1494228,1117275,897515,0.75,1.24,219761,3
PJT039,2024-04-30,1116225,912737,1420750,825102,1.56,1.72,595647,1
PJT039,2024-05-31,1057755,661984,716548,988093,1.08,0.73,-271545,3
PJT039,2024-06-30,801763,545250,705201,563632,1.29,1.25,141569,3
PJT039,2024-07-31,627149,882791,700638,611183,0.79,1.15,89455,2
PJT039,2024-08-31,1781773,2286328,965483,1665699,0.42,0.58,-700216,1
PJT039,2024-09-30,1768266,2473950,1603434,1361336,0.65,1.18,242098,1
PJT039,2024-10-31,1767995,2346417,2271182,1320176,0.97,1.72,951007,4
PJT039,2024-11-30,838497,680690,950882,633964,1.4,1.5,316918,3
PJT039,2024-12-31,599990,959120,311907,570334,0.33,0.55,-258427,2
PJT039,2025-01-31,1048050,1510885,989041,1017122,0.65,0.97,-28080,4
PJT039,2025-02-28,1889289,1150763,1058625,1464403,0.92,0.72,-405778,3
PJT039,2025-03-31,1503973,2238321,1305379,1326643,0.58,0.98,-21264,1
PJT039,2025-04-30,782750,1099737,997116,610999,0.91,1.63,386117,3
PJT039,2025-05-31,1242239,852320,1176785,1056940,1.38,1.11,119844,3
PJT039,2025-06-30,716655,746802,549878,613850,0.74,0.9,-63973,2
PJT040,2022-01-31,1378482,838800,1528467,1259800,1.82,1.21,268667,2
PJT040,2022-02-28,1049430,685210,1158514,1035317,1.69,1.12,123196,2
PJT040,2022-03-31,860227,794441,556610,751048,0.7,0.74,-194438,4
PJT040,2022-04-30,732262,700185,774448,635629,1.11,1.22,138819,2
PJT040,2022-05-31,1079694,1101557,1025373,757685,0.93,1.35,267688,4
PJT040,2022-06-30,617765,915069,347371,563427,0.38,0.62,-216056,3
PJT040,2022-07-31,1880057,1636935,1497265,1636922,0.91,0.91,-139657,4
PJT040,2022-08-31,1822563,2810221,1989602,1323155,0.71,1.5,666447,4
PJT040,2022-09-30,1503731,1519225,1318112,1074784,0.87,1.23,243328,2
PJT040,2022-10-31,786593,1093769,678961,621801,0.62,1.09,57160,2
PJT040,2022-11-30,1076029,1564975,1182770,841126,0.76,1.41,341644,1
PJT040,2022-12-31,676253,576166,836258,591367,1.45,1.41,244890,4
PJT040,2023-01-31,1300220,1555575,1030844,1224979,0.66,0.84,-194135,3
PJT040,2023-02-28,1284929,920970,775136,1106398,0.84,0.7,-331262,1
PJT040,2023-03-31,1904855,1730279,2277508,1770046,1.32,1.29,507462,1
PJT040,2023-04-30,871719,554710,506885,800716,0.91,0.63,-293831,1
PJT040,2023-05-31,799505,776536,720641,733658,0.93,0.98,-13017,2
PJT040,2023-06-30,669847,674111,594863,577574,0.88,1.03,17289,2
PJT040,2023-07-31,1727541,1333106,1980220,1568371,1.49,1.26,411849,2
PJT040,2023-08-31,1333806,1733318,1106545,989043,0.64,1.12,117502,3
PJT040,2023-09-30,1498648,1685488,1515882,1201016,0.9,1.26,314866,4
PJT040,2023-10-31,1860300,2208864,1057249,1553241,0.48,0.68,-495992,1
PJT040,2023-11-30,1634534,2278760,1464016,1582922,0.64,0.92,-118907,2
PJT040,2023-12-31,901503,911057,1098821,873445,1.21,1.26,225376,4
PJT040,2024-01-31,1528569,2230153,872841,1466660,0.39,0.6,-593818,1
PJT040,2024-02-29,980930,763489,678309,809650,0.89,0.84,-131341,4
PJT040,2024-03-31,876788,807143,533072,691657,0.66,0.77,-158585,1
PJT040,2024-04-30,1358426,1415281,1056006,1255098,0.75,0.84,-199092,4
PJT040,2024-05-31,1840265,2496852,1408908,1699177,0.56,0.83,-290269,2
PJT040,2024-06-30,727970,531650,565270,685974,1.06,0.82,-120704,4
PJT040,2024-07-31,869522,576714,526381,832675,0.91,0.63,-306294,4
PJT040,2024-08-31,1450675,1237718,1369780,1245076,1.11,1.1,124704,1
PJT040,2024-09-30,1483154,1235745,1767211,1175860,1.43,1.5,591351,4
PJT040,2024-10-31,1541197,949570,1230069,1241455,1.3,0.99,-11385,3
PJT040,2024-11-30,1315227,884801,1488975,1006588,1.68,1.48,482387,1
PJT040,2024-12-31,1515557,2126648,1439023,1397745,0.68,1.03,41279,4
PJT040,2025-01-31,1492790,1426406,1712360,1176932,1.2,1.45,535429,3
PJT040,2025-02-28,1356819,1825462,1089749,1073014,0.6,1.02,16736,1
PJT040,2025-03-31,1189019,1685986,1479065,1026748,0.88,1.44,452318,2
PJT040,2025-04-30,1492199,2243184,863741,1148432,0.39,0.75,-284691,1
PJT040,2025-05-31,1563350,2225811,1853544,1289032,0.83,1.44,564512,1
PJT040,2025-06-30,634010,657964,434035,499193,0.66,0.87,-65158,4
PJT041,2022-01-31,1658401,1120295,1927170,1373655,1.72,1.4,553515,3
PJT041,2022-02-28,1394096,961441,1073297,1013383,1.12,1.06,59914,1
PJT041,2022-03-31,1942316,2733346,1685359,1489913,0.62,1.13,195446,1
PJT041,2022-04-30,1900183,1794906,1194811,1651162,0.67,0.72,-456351,1
PJT041,2022-05-31,1915661,1156734,1322764,1880287,1.14,0.7,-557523,4
PJT041,2022-06-30,756629,539661,723451,725269,1.34,1.0,-1818,1
PJT041,2022-07-31,1215665,1938456,1268348,877980,0.65,1.44,390368,3
PJT041,2022-08-31,1989248,2004952,1451996,1725402,0.72,0.84,-273406,4
PJT041,2022-09-30,956461,656570,479324,798526,0.73,0.6,-319202,2
PJT041,2022-10-31,1755295,2057759,2280771,1379757,1.11,1.65,901014,2
PJT041,2022-11-30,920683,699488,581182,723248,0.83,0.8,-142066,4
PJT041,2022-12-31,1689260,2543615,2162371,1300201,0.85,1.66,862169,3
PJT041,2023-01-31,1821946,1691231,1075445,1750904,0.64,0.61,-675459,4
PJT041,2023-02-28,1454158,1112040,1227113,1143226,1.1,1.07,83887,4
PJT041,2023-03-31,1605192,1690935,2072983,1149997,1.23,1.8,922986,4
PJT041,2023-04-30,1032523,1117087,931859,820629,0.83,1.14,111230,4
PJT041,2023-05-31,1593860,2350541,1993880,1500664,0.85,1.33,493216,1
PJT041,2023-06-30,1775870,2043219,2061271,1404804,1.01,1.47,656467,2
PJT041,2023-07-31,1097718,1006512,959307,862448,0.95,1.11,96858,3
PJT041,2023-08-31,1942417,1773125,1123563,1666682,0.63,0.67,-543118,1
PJT041,2023-09-30,585649,416129,395612,491538,0.95,0.8,-95925,2
PJT041,2023-10-31,1149876,1609473,1255182,951977,0.78,1.32,303204,4
PJT041,2023-11-30,1000556,916979,1119819,716020,1.22,1.56,403799,2
PJT041,2023-12-31,519232,724612,457816,383850,0.63,1.19,73966,2
PJT041,2024-01-31,853349,1307761,1013439,779053,0.77,1.3,234387,1
PJT041,2024-02-29,1223338,1370534,1566112,1210776,1.14,1.29,355336,1
PJT041,2024-03-31,822904,1161203,541301,628749,0.47,0.86,-87448,3
PJT041,2024-04-30,1514140,1521712,1885460,1100330,1.24,1.71,785131,4
PJT041,2024-05-31,1267288,1924405,1550262,946612,0.81,1.64,603650,4
PJT041,2024-06-30,1049957,1280024,658864,1039884,0.51,0.63,-381020,4
PJT041,2024-07-31,1872124,1435826,1117516,1358455,0.78,0.82,-240939,2
PJT041,2024-08-31,1864165,1479446,1552902,1555936,1.05,1.0,-3034,2
PJT041,2024-09-30,1398517,939433,952959,1369773,1.01,0.7,-416814,4
PJT041,2024-10-31,1862615,2572813,960217,1486557,0.37,0.65,-526340,3
PJT041,2024-11-30,1441938,1261970,1770223,1283565,1.4,1.38,486658,2
PJT041,2024-12-31,607860,917264,769681,439674,0.84,1.75,330007,3
PJT041,2025-01-31,1298540,1173055,1057364,978964,0.9,1.08,78401,2
PJT041,2025-02-28,1367108,2129926,1233758,990982,0.58,1.24,242776,1
PJT041,2025-03-31,1430002,1344521,1694181,1187479,1.26,1.43,506702,1
PJT041,2025-04-30,789259,624388,880033,615367,1.41,1.43,264666,4
PJT041,2025-05-31,1650850,1330399,1250270,1386130,0.94,0.9,-135860,1
PJT041,2025-06-30,1914794,2932950,1274290,1546130,0.43,0.82,-271840,2
PJT042,2022-01-31,724099,803739,628855,702541,0.78,0.9,-73686,2
PJT042,2022-02-28,1895008,1863868,1692982,1836018,0.91,0.92,-143036,1
PJT042,2022-03-31,1710062,1032290,1292888,1413421,1.25,0.91,-120533,1
PJT042,2022-04-30,844574,675298,447817,754214,0.66,0.59,-306398,1
PJT042,2022-05-31,893765,583045,612036,840653,1.05,0.73,-228617,4
PJT042,2022-06-30,1777234,1924862,1480181,1765426,0.77,0.84,-285245,1
PJT042,2022-07-31,800847,652978,587416,602099,0.9,0.98,-14682,2
PJT042,2022-08-31,1069048,1615155,1060793,880451,0.66,1.2,180342,1
PJT042,2022-09-30,1901616,1233130,1270700,1653962,1.03,0.77,-383262,4
PJT042,2022-10-31,1423329,910301,1170590,1273518,1.29,0.92,-102928,4
PJT042,2022-11-30,1547106,1915533,1170309,1126380,0.61,1.04,43929,2
PJT042,2022-12-31,1140669,831267,1435074,961072,1.73,1.49,474002,2
PJT042,2023-01-31,975889,1333361,876698,773890,0.66,1.13,102809,1
PJT042,2023-02-28,1717952,2520496,1783932,1226771,0.71,1.45,557161,2
PJT042,2023-03-31,1349484,1839745,822109,1037215,0.45,0.79,-215106,3
PJT042,2023-04-30,1823743,1130942,2010096,1535832,1.78,1.31,474264,2
PJT042,2023-05-31,1170158,710399,1352140,945426,1.9,1.43,406713,3
PJT042,2023-06-30,1311148,1674731,1392576,1293833,0.83,1.08,98742,3
PJT042,2023-07-31,1297010,1296646,1638075,1157754,1.26,1.41,480321,2
PJT042,2023-08-31,947226,688125,1112084,765978,1.62,1.45,346106,3
PJT042,2023-09-30,1490705,1596271,982589,1312574,0.62,0.75,-329986,2
PJT042,2023-10-31,591025,598910,553963,491032,0.92,1.13,62931,2
